Date,Price,Open,High,Low,Vol.,Change %
8/5/2015,16212.60,16010.80,16347.10,16010.80,2.22M,1.69%
8/6/2015,15741.70,16279.90,16347.10,15539.90,3.27M,-2.90%
8/7/2015,15741.70,15741.70,15876.20,15472.60,1.80M,0.00%
8/10/2015,16078.00,15741.70,16078.00,15674.40,975.96K,2.14%
8/11/2015,16481.70,16145.30,16885.30,16078.00,3.83M,2.51%
8/12/2015,16078.00,16279.90,16414.40,16010.80,2.29M,-2.45%
8/13/2015,15472.60,16078.00,16078.00,15472.60,3.41M,-3.77%
8/14/2015,15774.70,15563.40,16056.40,15422.60,1.52M,1.95%
8/17/2015,14788.80,15704.20,15774.70,14718.30,3.66M,-6.25%
8/18/2015,15493.00,14647.90,15493.00,14507.10,2.68M,4.76%
8/19/2015,15493.00,14859.20,15845.10,14859.20,1.64M,0.00%
8/20/2015,15070.40,15140.90,15563.40,14929.60,1.43M,-2.73%
8/21/2015,14929.60,14647.90,15070.40,14084.50,3.27M,-0.93%
8/24/2015,13943.70,14929.60,14929.60,13943.70,4.83M,-6.60%
8/25/2015,14366.20,13380.30,14507.10,13380.30,2.93M,3.03%
8/26/2015,15352.10,14366.20,15352.10,14366.20,2.34M,6.86%
8/27/2015,15915.50,15704.20,15985.90,15563.40,3.19M,3.67%
8/28/2015,16408.50,15915.50,16408.50,15845.10,3.13M,3.10%
8/31/2015,16338.10,16408.50,16478.90,16056.40,2.15M,-0.43%
9/1/2015,16619.70,16197.20,16690.20,16126.80,2.12M,1.72%
9/3/2015,16408.50,16619.70,16619.70,16126.80,2.05M,-1.27%
9/4/2015,16197.20,16197.20,16549.30,16197.20,1.15M,-1.29%
9/7/2015,16760.60,16619.70,17112.70,16478.90,2.76M,3.48%
9/8/2015,17887.30,16760.60,17887.30,16760.60,5.40M,6.72%
9/9/2015,18169.00,18662.00,18662.00,18098.60,3.76M,1.57%
9/10/2015,17887.30,17816.90,18239.50,17746.50,2.39M,-1.55%
9/11/2015,17605.70,17816.90,18028.20,17535.20,2.23M,-1.57%
9/14/2015,18802.80,18802.80,18802.80,18802.80,1.68M,6.80%
9/15/2015,20070.50,20070.50,20070.50,19577.50,11.45M,6.74%
9/16/2015,18732.40,18732.40,18732.40,18732.40,164.21K,-6.67%
9/17/2015,17464.80,17464.80,17464.80,17464.80,85.74K,-6.77%
9/18/2015,17253.50,16267.60,17464.80,16267.60,8.70M,-1.21%
9/21/2015,17464.80,17253.50,17605.70,16901.40,958.18K,1.22%
9/22/2015,17324.00,17464.80,17535.20,17183.10,1.12M,-0.81%
9/23/2015,17042.30,16971.90,17112.70,16760.60,2.93M,-1.63%
9/24/2015,16831.00,17112.70,17253.50,16831.00,1.48M,-1.24%
9/25/2015,16901.40,16831.00,17042.30,16760.60,958.61K,0.42%
9/28/2015,16549.30,16901.40,16901.40,16549.30,1.04M,-2.08%
9/29/2015,16549.30,16338.10,16619.70,16267.60,1.67M,0.00%
9/30/2015,16690.20,16549.30,16831.00,16549.30,755.10K,0.85%
10/1/2015,16549.30,16619.70,16831.00,16549.30,252.80K,-0.84%
10/2/2015,16338.10,16549.30,16549.30,16338.10,726.07K,-1.28%
10/5/2015,16619.70,16478.90,16690.20,16408.50,628.30K,1.72%
10/6/2015,17324.00,16901.40,17394.40,16901.40,2.25M,4.24%
10/7/2015,16901.40,17464.80,17464.80,16901.40,961.98K,-2.44%
10/8/2015,17042.30,16901.40,17253.50,16901.40,1.13M,0.83%
10/9/2015,17183.10,17253.50,17535.20,17042.30,2.27M,0.83%
10/12/2015,17253.50,17042.30,17535.20,17042.30,1.29M,0.41%
10/13/2015,17324.00,17253.50,17464.80,17183.10,985.53K,0.41%
10/14/2015,17183.10,17324.00,17324.00,17112.70,976.19K,-0.81%
10/15/2015,17183.10,17253.50,17394.40,17042.30,1.55M,0.00%
10/16/2015,17253.50,17183.10,17394.40,17112.70,1.33M,0.41%
10/19/2015,17253.50,17253.50,17324.00,17112.70,741.80K,0.00%
10/20/2015,16901.40,17183.10,17253.50,16901.40,1.25M,-2.04%
10/21/2015,16901.40,16901.40,17112.70,16760.60,942.23K,0.00%
10/22/2015,16971.90,16901.40,17183.10,16760.60,392.93K,0.42%
10/23/2015,17324.00,17253.50,17394.40,17112.70,1.35M,2.07%
10/26/2015,17112.70,17394.40,17394.40,17112.70,935.45K,-1.22%
10/27/2015,17183.10,17183.10,17324.00,17112.70,955.27K,0.41%
10/28/2015,16901.40,17112.70,17253.50,16901.40,733.50K,-1.64%
10/29/2015,17042.30,17042.30,17112.70,16901.40,917.87K,0.83%
10/30/2015,16971.90,16971.90,17112.70,16901.40,559.35K,-0.41%
11/2/2015,16971.90,16901.40,17183.10,16901.40,1.08M,0.00%
11/3/2015,16901.40,16971.90,16971.90,16760.60,863.08K,-0.42%
11/4/2015,16690.20,16901.40,17042.30,16690.20,950.43K,-1.25%
11/5/2015,16619.70,16619.70,16760.60,16549.30,727.39K,-0.42%
11/6/2015,16619.70,16619.70,16901.40,16478.90,880.98K,0.00%
11/9/2015,16690.20,16619.70,16831.00,16549.30,453.16K,0.42%
11/10/2015,16478.90,16690.20,16690.20,16408.50,811.12K,-1.27%
11/11/2015,16267.60,16478.90,16549.30,16267.60,358.80K,-1.28%
11/12/2015,16408.50,16267.60,16478.90,16126.80,908.46K,0.87%
11/13/2015,16690.20,16408.50,16690.20,16197.20,726.27K,1.72%
11/16/2015,16549.30,16619.70,16690.20,16408.50,257.45K,-0.84%
11/17/2015,16478.90,16619.70,16619.70,16408.50,613.47K,-0.43%
11/18/2015,16478.90,16478.90,16549.30,16408.50,473.54K,0.00%
11/19/2015,16478.90,16549.30,16619.70,16408.50,279.49K,0.00%
11/20/2015,16549.30,16478.90,16549.30,16338.10,1.00M,0.43%
11/23/2015,16338.10,16408.50,16549.30,16338.10,607.52K,-1.28%
11/24/2015,16126.80,16267.60,16338.10,16056.40,720.89K,-1.29%
11/25/2015,15915.50,15985.90,16197.20,15774.70,565.59K,-1.31%
11/26/2015,15211.30,15070.40,15493.00,15070.40,3.10M,-4.42%
11/27/2015,15000.00,15281.70,15281.70,14929.60,1.30M,-1.39%
11/30/2015,14366.20,14788.80,14788.80,14154.90,1.57M,-4.23%
12/1/2015,14577.50,14295.80,14647.90,14225.40,1.00M,1.47%
12/2/2015,14929.60,14647.90,15281.70,14647.90,1.69M,2.42%
12/3/2015,15000.00,15070.40,15070.40,14929.60,1.14M,0.47%
12/4/2015,14647.90,14859.20,14929.60,14647.90,730.04K,-2.35%
12/7/2015,14436.60,14436.60,14647.90,14366.20,773.64K,-1.44%
12/8/2015,14788.80,14295.80,14788.80,14225.40,1.08M,2.44%
12/9/2015,14507.10,14929.60,14929.60,14507.10,398.97K,-1.90%
12/10/2015,14295.80,14295.80,14507.10,14225.40,862.17K,-1.46%
12/11/2015,14154.90,14225.40,14366.20,14154.90,1.18M,-0.99%
12/14/2015,14084.50,14084.50,14366.20,14014.10,603.19K,-0.50%
12/15/2015,14084.50,14084.50,14295.80,13943.70,2.15M,0.00%
12/16/2015,14507.10,14084.50,14647.90,14084.50,8.12M,3.00%
12/17/2015,15140.90,15352.10,15352.10,14929.60,2.47M,4.37%
12/18/2015,15000.00,14859.20,15140.90,14859.20,1.63M,-0.93%
12/21/2015,14577.50,14718.30,14788.80,14507.10,2.88M,-2.82%
12/22/2015,14718.30,14577.50,15000.00,14507.10,1.81M,0.97%
12/23/2015,14577.50,14718.30,14929.60,14577.50,831.24K,-0.96%
12/24/2015,14436.60,14718.30,14718.30,14436.60,786.96K,-0.97%
12/25/2015,14366.20,14436.60,14647.90,14366.20,1.48M,-0.49%
12/28/2015,14225.40,14366.20,14436.60,14084.50,1.97M,-0.98%
12/29/2015,14577.50,14295.80,14577.50,14154.90,1.23M,2.48%
12/30/2015,14647.90,14577.50,14859.20,14577.50,1.56M,0.48%
12/31/2015,14507.10,14577.50,14718.30,14436.60,1.26M,-0.96%
1/4/2016,14225.40,14647.90,14647.90,14225.40,1.28M,-1.94%
1/5/2016,14154.90,14225.40,14366.20,14084.50,1.39M,-0.50%
1/6/2016,14225.40,14084.50,14295.80,14084.50,1.13M,0.50%
1/7/2016,13591.60,14154.90,14225.40,13380.30,3.25M,-4.46%
1/8/2016,13239.50,13591.60,13591.60,12887.30,1.53M,-2.59%
1/11/2016,13380.30,13380.30,13591.60,13309.90,1.14M,1.06%
1/12/2016,13591.60,13380.30,13591.60,13380.30,774.28K,1.58%
1/13/2016,13380.30,13662.00,13732.40,13309.90,664.74K,-1.55%
1/14/2016,13028.20,13239.50,13309.90,12957.80,1.40M,-2.63%
1/15/2016,12535.20,13028.20,13239.50,12535.20,1.68M,-3.78%
1/18/2016,11690.20,12253.50,12253.50,11690.20,4.61M,-6.74%
1/19/2016,12042.30,11690.20,12112.70,11690.20,2.02M,3.01%
1/20/2016,11901.40,12042.30,12042.30,11831.00,956.00K,-1.17%
1/21/2016,11126.80,11831.00,11901.40,11126.80,3.40M,-6.51%
1/22/2016,10563.40,11126.80,11197.20,10352.10,6.76M,-5.06%
1/25/2016,11267.60,10985.90,11267.60,10915.50,2.47M,6.67%
1/26/2016,11619.70,11478.90,11831.00,10915.50,3.37M,3.12%
1/27/2016,12112.70,11619.70,12183.10,11549.30,2.91M,4.24%
1/28/2016,11619.70,12324.00,12324.00,11619.70,2.33M,-4.07%
1/29/2016,11831.00,11619.70,11901.40,11549.30,2.22M,1.82%
2/1/2016,11478.90,11619.70,11901.40,11478.90,2.05M,-2.98%
2/2/2016,11408.50,11478.90,11831.00,11267.60,1.04M,-0.61%
2/3/2016,11549.30,11338.00,11549.30,11267.60,903.90K,1.23%
2/4/2016,11408.50,11619.70,11690.20,11408.50,1.38M,-1.22%
2/5/2016,11549.30,11408.50,11549.30,11338.00,617.22K,1.23%
2/15/2016,11549.30,11478.90,11619.70,11338.00,569.60K,0.00%
2/16/2016,11478.90,11619.70,11619.70,11408.50,982.57K,-0.61%
2/17/2016,11267.60,11478.90,11478.90,11267.60,1.90M,-1.84%
2/18/2016,11338.00,11408.50,11549.30,11338.00,1.61M,0.62%
2/19/2016,11619.70,11408.50,11760.60,11338.00,2.07M,2.48%
2/22/2016,12112.70,11760.60,12112.70,11690.20,2.83M,4.24%
2/23/2016,11971.80,12183.10,12253.50,11901.40,2.35M,-1.16%
2/24/2016,12746.50,11901.40,12746.50,11831.00,7.27M,6.47%
2/25/2016,12887.30,13098.60,13380.30,12746.50,4.11M,1.10%
2/26/2016,12957.80,13028.20,13169.00,12816.90,2.28M,0.55%
2/29/2016,12464.80,12816.90,12887.30,12464.80,3.12M,-3.80%
3/1/2016,12464.80,12464.80,12746.50,12464.80,2.35M,0.00%
3/2/2016,12887.30,12676.10,12887.30,12605.70,2.28M,3.39%
3/3/2016,12816.90,12887.30,12957.80,12676.10,1.60M,-0.55%
3/4/2016,12746.50,12816.90,12887.30,12746.50,1.48M,-0.55%
3/7/2016,12605.70,12816.90,12816.90,12605.70,2.16M,-1.10%
3/8/2016,12535.20,12605.70,12676.10,12464.80,1.87M,-0.56%
3/9/2016,12253.50,12535.20,12605.70,12183.10,1.56M,-2.25%
3/10/2016,12464.80,12394.40,12464.80,12253.50,1.20M,1.72%
3/11/2016,12464.80,12605.70,12676.10,12464.80,1.63M,0.00%
3/14/2016,12464.80,12535.20,12605.70,12394.40,1.22M,0.00%
3/15/2016,12324.00,12464.80,12464.80,12253.50,1.52M,-1.13%
3/16/2016,12464.80,12324.00,12535.20,12253.50,1.76M,1.14%
3/17/2016,12464.80,12535.20,12605.70,12464.80,1.22M,0.00%
3/18/2016,12394.40,12464.80,12464.80,12183.10,1.20M,-0.56%
3/21/2016,12394.40,12464.80,12605.70,12394.40,1.84M,0.00%
3/22/2016,12183.10,12394.40,12394.40,12183.10,1.65M,-1.70%
3/23/2016,12394.40,12183.10,12394.40,12183.10,1.25M,1.73%
3/24/2016,12112.70,12324.00,12324.00,12112.70,1.19M,-2.27%
3/25/2016,12183.10,12112.70,12183.10,11901.40,1.85M,0.58%
3/28/2016,12112.70,12253.50,12253.50,12042.30,729.87K,-0.58%
3/29/2016,11901.40,11971.80,12112.70,11901.40,877.67K,-1.74%
3/30/2016,11901.40,11901.40,11971.80,11760.60,1.04M,0.00%
3/31/2016,11760.60,12042.30,12112.70,11760.60,967.71K,-1.18%
4/1/2016,11690.20,11831.00,11971.80,11690.20,1.49M,-0.60%
4/4/2016,11619.70,11690.20,11971.80,11619.70,962.12K,-0.60%
4/5/2016,11690.20,11619.70,11760.60,11619.70,550.08K,0.61%
4/6/2016,11901.40,11690.20,11901.40,11690.20,1.51M,1.81%
4/7/2016,11901.40,11971.80,11971.80,11831.00,569.73K,0.00%
4/8/2016,11831.00,11901.40,11901.40,11831.00,326.79K,-0.59%
4/11/2016,11760.60,11831.00,11901.40,11619.70,1.65M,-0.60%
4/12/2016,11408.50,11619.70,11690.20,11338.00,1.93M,-2.99%
4/13/2016,11126.80,11267.60,11338.00,10915.50,2.62M,-2.47%
4/14/2016,11197.20,11126.80,11478.90,11056.40,2.07M,0.63%
4/15/2016,11267.60,11408.50,11408.50,11197.20,882.10K,0.63%
4/19/2016,10985.90,11197.20,11197.20,10985.90,1.38M,-2.50%
4/20/2016,11056.40,11056.40,11197.20,10985.90,1.34M,0.64%
4/21/2016,11197.20,11126.80,11197.20,10985.90,1.07M,1.27%
4/22/2016,11971.80,11126.80,11971.80,11056.40,3.54M,6.92%
4/25/2016,12324.00,12324.00,12676.10,12324.00,4.97M,2.94%
4/26/2016,12183.10,12324.00,12324.00,12042.30,1.20M,-1.14%
4/27/2016,11971.80,12253.50,12253.50,11831.00,1.54M,-1.73%
4/28/2016,11619.70,11971.80,12042.30,11619.70,1.09M,-2.94%
4/29/2016,12324.00,11619.70,12324.00,11619.70,3.82M,6.06%
5/4/2016,12183.10,12183.10,12464.80,11971.80,1.79M,-1.14%
5/5/2016,12464.80,12112.70,12676.10,12112.70,3.82M,2.31%
5/6/2016,12746.50,12464.80,12957.80,12464.80,5.49M,2.26%
5/9/2016,12535.20,12816.90,12957.80,12464.80,2.66M,-1.66%
5/10/2016,12887.30,12464.80,13028.20,12324.00,4.67M,2.81%
5/11/2016,13098.60,13028.20,13169.00,12957.80,3.93M,1.64%
5/12/2016,13169.00,13169.00,13169.00,12957.80,2.70M,0.54%
5/13/2016,13169.00,13098.60,13309.90,13028.20,3.90M,0.00%
5/16/2016,13098.60,13098.60,13239.50,13028.20,1.98M,-0.53%
5/17/2016,13380.30,13239.50,13521.10,13169.00,4.04M,2.15%
5/18/2016,13380.30,13380.30,13591.60,13309.90,2.50M,0.00%
5/19/2016,13098.60,13309.90,13380.30,13098.60,1.22M,-2.11%
5/20/2016,12887.30,13098.60,13239.50,12816.90,2.49M,-1.61%
5/23/2016,12605.70,12887.30,12957.80,12605.70,1.92M,-2.19%
5/24/2016,12605.70,12605.70,12746.50,12464.80,2.07M,0.00%
5/25/2016,12605.70,12676.10,12816.90,12605.70,1.18M,0.00%
5/26/2016,12324.00,12535.20,12605.70,12253.50,2.02M,-2.23%
5/27/2016,12535.20,12324.00,12535.20,12183.10,1.84M,1.71%
5/30/2016,12746.50,12535.20,12816.90,12464.80,831.75K,1.69%
5/31/2016,12816.90,12816.90,12957.80,12746.50,2.28M,0.55%
6/1/2016,12887.30,12676.10,12957.80,12676.10,1.30M,0.55%
6/2/2016,13028.20,12887.30,13028.20,12816.90,1.05M,1.09%
6/3/2016,12887.30,13028.20,13098.60,12887.30,1.40M,-1.08%
6/6/2016,12816.90,12887.30,12887.30,12676.10,1.36M,-0.55%
6/7/2016,12746.50,12887.30,12887.30,12676.10,1.45M,-0.55%
6/8/2016,12887.30,12676.10,13028.20,12676.10,2.14M,1.10%
6/9/2016,13239.50,12887.30,13309.90,12816.90,3.70M,2.73%
6/10/2016,13098.60,13169.00,13380.30,13098.60,4.95M,-1.06%
6/13/2016,12887.30,13028.20,13098.60,12816.90,1.12M,-1.61%
6/14/2016,12746.50,12746.50,12887.30,12676.10,1.40M,-1.09%
6/15/2016,12746.50,12676.10,12887.30,12676.10,1.09M,0.00%
6/16/2016,12676.10,12816.90,12887.30,12676.10,1.03M,-0.55%
6/17/2016,12676.10,12676.10,12746.50,12464.80,1.21M,0.00%
6/20/2016,12676.10,12605.70,12676.10,12535.20,749.56K,0.00%
6/21/2016,12676.10,12816.90,12816.90,12605.70,724.20K,0.00%
6/22/2016,12605.70,12676.10,12676.10,12535.20,466.97K,-0.56%
6/23/2016,12676.10,12605.70,12746.50,12535.20,961.51K,0.56%
6/24/2016,12464.80,12605.70,12605.70,11901.40,2.44M,-1.67%
6/27/2016,12324.00,12183.10,12324.00,12042.30,1.01M,-1.13%
6/28/2016,12324.00,12324.00,12324.00,12112.70,442.36K,0.00%
6/29/2016,12394.40,12324.00,12535.20,12253.50,1.36M,0.57%
6/30/2016,12324.00,12394.40,12464.80,12253.50,804.39K,-0.57%
7/1/2016,12253.50,12253.50,12394.40,12183.10,991.68K,-0.57%
7/4/2016,12324.00,12253.50,12324.00,12042.30,1.96M,0.58%
7/5/2016,12676.10,12324.00,12816.90,12253.50,2.60M,2.86%
7/6/2016,12605.70,12535.20,12605.70,12464.80,752.41K,-0.56%
7/7/2016,12605.70,12535.20,12605.70,12464.80,757.25K,0.00%
7/8/2016,12535.20,12605.70,12605.70,12183.10,1.59M,-0.56%
7/11/2016,12535.20,12535.20,12746.50,12324.00,2.53M,0.00%
7/12/2016,12535.20,12605.70,12605.70,12394.40,864.85K,0.00%
7/13/2016,13028.20,12535.20,13169.00,12535.20,5.44M,3.93%
7/14/2016,13098.60,13098.60,13450.70,13098.60,5.43M,0.54%
7/15/2016,13028.20,13028.20,13098.60,12887.30,1.41M,-0.54%
7/18/2016,13098.60,12887.30,13169.00,12746.50,2.62M,0.54%
7/19/2016,12676.10,13098.60,13098.60,12535.20,3.47M,-3.23%
7/20/2016,12464.80,12676.10,12746.50,12464.80,1.71M,-1.67%
7/21/2016,12464.80,12464.80,12605.70,12394.40,2.14M,0.00%
7/22/2016,12464.80,12394.40,12464.80,12183.10,2.53M,0.00%
7/25/2016,12394.40,12464.80,12535.20,12324.00,731.05K,-0.56%
7/26/2016,12324.00,12394.40,12464.80,12253.50,1.08M,-0.57%
7/27/2016,12464.80,12253.50,12535.20,12253.50,1.37M,1.14%
7/28/2016,12394.40,12394.40,12535.20,12324.00,630.85K,-0.56%
7/29/2016,12394.40,12324.00,12394.40,12253.50,1.01M,0.00%
8/1/2016,12394.40,12535.20,12535.20,12253.50,890.31K,0.00%
8/2/2016,12042.30,12324.00,12324.00,11971.80,1.47M,-2.84%
8/3/2016,12042.30,12112.70,12112.70,11831.00,1.66M,0.00%
8/4/2016,11901.40,12042.30,12112.70,11901.40,1.42M,-1.17%
8/5/2016,11760.60,11760.60,11831.00,11478.90,2.13M,-1.18%
8/8/2016,11690.20,11619.70,11690.20,11408.50,1.95M,-0.60%
8/9/2016,11619.70,11690.20,11760.60,11549.30,653.88K,-0.60%
8/10/2016,11901.40,11478.90,11901.40,11478.90,1.44M,2.42%
8/11/2016,12183.10,11901.40,12183.10,11760.60,1.55M,2.37%
8/12/2016,12042.30,12042.30,12183.10,11831.00,546.85K,-1.16%
8/15/2016,12042.30,11901.40,12042.30,11831.00,795.91K,0.00%
8/16/2016,11901.40,12042.30,12042.30,11831.00,1.04M,-1.17%
8/17/2016,11901.40,11901.40,11971.80,11760.60,358.70K,0.00%
8/18/2016,11760.60,11831.00,11831.00,11619.70,1.69M,-1.18%
8/19/2016,11690.20,11760.60,11760.60,11478.90,2.55M,-0.60%
8/22/2016,11619.70,11549.30,11690.20,11549.30,1.58M,-0.60%
8/23/2016,11619.70,11549.30,11619.70,11478.90,1.14M,0.00%
8/24/2016,11478.90,11619.70,11619.70,11408.50,2.03M,-1.21%
8/25/2016,11478.90,11478.90,11549.30,11338.00,884.41K,0.00%
8/26/2016,11549.30,11549.30,11760.60,11478.90,1.63M,0.61%
8/29/2016,11619.70,11619.70,11690.20,11549.30,1.37M,0.61%
8/30/2016,11619.70,11549.30,11619.70,11478.90,586.35K,0.00%
8/31/2016,11549.30,11549.30,11619.70,11478.90,924.31K,-0.61%
9/1/2016,11549.30,11549.30,11549.30,11338.00,1.13M,0.00%
9/5/2016,11549.30,11478.90,11549.30,11197.20,1.64M,0.00%
9/6/2016,11338.00,11338.00,11478.90,11338.00,1.04M,-1.83%
9/7/2016,11338.00,11338.00,11408.50,11197.20,1.67M,0.00%
9/8/2016,11478.90,11478.90,11478.90,11267.60,681.22K,1.24%
9/9/2016,11478.90,11408.50,11478.90,11408.50,563.31K,0.00%
9/12/2016,11478.90,11549.30,11584.50,11338.00,1.03M,0.00%
9/13/2016,11408.50,11408.50,11478.90,11338.00,600.53K,-0.61%
9/14/2016,11197.20,11267.60,11338.00,11197.20,820.46K,-1.85%
9/15/2016,11197.20,11197.20,11267.60,11091.60,1.15M,0.00%
9/16/2016,11162.00,11197.20,11197.20,10985.90,954.17K,-0.31%
9/19/2016,11126.80,11197.20,11232.40,11091.60,462.59K,-0.32%
9/20/2016,11267.60,11091.60,11267.60,10950.70,1.24M,1.27%
9/21/2016,11338.00,11126.80,11478.90,11126.80,1.21M,0.62%
9/22/2016,11302.80,11338.00,11478.90,11267.60,632.33K,-0.31%
9/23/2016,11302.80,11302.80,11302.80,11162.00,947.48K,0.00%
9/26/2016,11232.40,11302.80,11302.80,11126.80,975.59K,-0.62%
9/27/2016,11831.00,11126.80,11831.00,11126.80,5.66M,5.33%
9/28/2016,12218.30,11831.00,12218.30,11760.60,4.51M,3.27%
9/29/2016,11971.80,12183.10,12183.10,11795.80,1.60M,-2.02%
9/30/2016,11971.80,11760.60,12042.30,11725.40,2.10M,0.00%
10/3/2016,11971.80,11971.80,12042.30,11795.80,2.11M,0.00%
10/4/2016,12042.30,11901.40,12218.30,11866.20,2.12M,0.59%
10/5/2016,12183.10,12042.30,12288.70,11971.80,2.01M,1.17%
10/6/2016,12183.10,12147.90,12218.30,12007.10,3.12M,0.00%
10/7/2016,11971.80,12112.70,12183.10,11936.60,1.14M,-1.73%
10/10/2016,11795.80,11936.60,12042.30,11760.60,979.59K,-1.47%
10/11/2016,11831.00,11795.80,11831.00,11549.30,2.48M,0.30%
10/12/2016,11831.00,11831.00,11901.40,11760.60,531.05K,0.00%
10/13/2016,11831.00,11795.80,11831.00,11760.60,530.64K,0.00%
10/14/2016,11971.80,11760.60,12042.30,11725.40,2.96M,1.19%
10/17/2016,12042.30,11901.40,12077.50,11901.40,1.13M,0.59%
10/18/2016,11971.80,12042.30,12042.30,11795.80,315.85K,-0.59%
10/19/2016,12464.80,11866.20,12464.80,11866.20,7.49M,4.12%
10/20/2016,12394.40,12535.20,12535.20,12324.00,2.87M,-0.56%
10/21/2016,12394.40,12253.50,12464.80,12253.50,1.17M,0.00%
10/24/2016,12429.60,12535.20,12605.70,12394.40,4.35M,0.28%
10/25/2016,12288.70,12429.60,12429.60,12112.70,2.81M,-1.13%
10/26/2016,12147.90,12183.10,12324.00,11971.80,1.55M,-1.15%
10/27/2016,11760.60,12042.30,12077.50,11760.60,2.90M,-3.19%
10/28/2016,12042.30,11831.00,12112.70,11795.80,2.42M,2.40%
10/31/2016,11760.60,12042.30,12112.70,11760.60,1.37M,-2.34%
11/1/2016,11971.80,11760.60,11971.80,11725.40,1.77M,1.80%
11/2/2016,11866.20,11971.80,11971.80,11760.60,1.79M,-0.88%
11/3/2016,11940.40,12014.50,12014.50,11755.00,2.41M,0.63%
11/4/2016,12014.50,11792.00,12014.50,11717.90,2.00M,0.62%
11/7/2016,11717.90,11829.10,12014.50,11717.90,1.62M,-2.47%
11/8/2016,11680.80,11717.90,11866.20,11680.80,818.69K,-0.32%
11/9/2016,11717.90,11717.90,11717.90,10976.20,1.82M,0.32%
11/10/2016,11717.90,11792.00,11792.00,11643.70,1.32M,0.00%
11/11/2016,11643.70,11643.70,11755.00,11532.50,919.20K,-0.63%
11/14/2016,11384.10,11680.80,11680.80,11347.10,1.41M,-2.23%
11/15/2016,11384.10,11384.10,11495.40,11347.10,1.19M,0.00%
11/16/2016,11458.30,11384.10,11495.40,11384.10,696.98K,0.65%
11/17/2016,11347.10,11458.30,11458.30,11347.10,856.22K,-0.97%
11/18/2016,11347.10,11384.10,11384.10,11272.90,1.05M,0.00%
11/21/2016,11495.40,11421.20,11643.70,11421.20,2.52M,1.31%
11/22/2016,11940.40,11495.40,11940.40,11495.40,2.40M,3.87%
11/23/2016,11940.40,12014.50,12125.80,11940.40,4.05M,0.00%
11/24/2016,11866.20,11940.40,11940.40,11643.70,776.03K,-0.62%
11/25/2016,11792.00,11866.20,11866.20,11643.70,1.06M,-0.63%
11/28/2016,11643.70,11717.90,11717.90,11532.50,2.29M,-1.26%
11/29/2016,11272.90,11643.70,11680.80,11272.90,2.09M,-3.18%
11/30/2016,11347.10,11421.20,11458.30,11235.80,2.98M,0.66%
12/1/2016,11421.20,11421.20,11421.20,11310.00,3.69M,0.65%
12/2/2016,11347.10,11384.10,11421.20,11272.90,1.68M,-0.65%
12/5/2016,11272.90,11347.10,11347.10,11124.60,2.06M,-0.65%
12/6/2016,10939.20,11161.70,11198.70,10753.80,2.87M,-2.96%
12/7/2016,10939.20,10939.20,11013.30,10865.00,2.24M,0.00%
12/8/2016,10976.20,10939.20,11013.30,10865.00,2.04M,0.34%
12/9/2016,10939.20,10976.20,11050.40,10865.00,971.60K,-0.34%
12/12/2016,10827.90,10827.90,10939.20,10716.70,1.97M,-1.02%
12/13/2016,10605.40,10753.80,10753.80,10382.90,3.13M,-2.05%
12/14/2016,11272.90,10457.10,11272.90,10420.00,2.22M,6.29%
12/15/2016,11124.60,10976.20,11124.60,10753.80,2.71M,-1.32%
12/16/2016,10865.00,10790.80,10976.20,10790.80,2.09M,-2.33%
12/19/2016,10939.20,10865.00,11124.60,10865.00,2.29M,0.68%
12/20/2016,10939.20,10976.20,11013.30,10865.00,1.63M,0.00%
12/21/2016,11050.40,10939.20,11050.40,10790.80,2.24M,1.02%
12/22/2016,10827.90,10939.20,10939.20,10753.80,1.22M,-2.01%
12/23/2016,10827.90,10827.90,10827.90,10642.50,2.31M,0.00%
12/26/2016,10827.90,10827.90,10939.20,10790.80,1.42M,0.00%
12/27/2016,10753.80,10827.90,10827.90,10642.50,1.84M,-0.68%
12/28/2016,10716.70,10790.80,10790.80,10605.40,2.27M,-0.34%
12/29/2016,10605.40,10679.60,10716.70,10531.30,2.15M,-1.04%
12/30/2016,10531.30,10568.30,10679.60,10531.30,1.81M,-0.70%
1/3/2017,11235.80,10642.50,11235.80,10642.50,6.23M,6.69%
1/4/2017,11458.30,11347.10,11643.70,11347.10,5.88M,1.98%
1/5/2017,11421.20,11384.10,11643.70,11272.90,2.50M,-0.32%
1/6/2017,11680.80,11272.90,11903.30,11272.90,7.97M,2.27%
1/9/2017,12014.50,11717.90,12162.90,11717.90,7.75M,2.86%
1/10/2017,11940.40,11940.40,12014.50,11829.10,3.11M,-0.62%
1/11/2017,12311.20,12014.50,12311.20,11903.30,9.17M,3.11%
1/12/2017,12237.00,12311.20,12311.20,12162.90,4.45M,-0.60%
1/13/2017,12051.60,12237.00,12274.10,11977.50,4.29M,-1.52%
1/16/2017,11717.90,12051.60,12088.70,11717.90,3.45M,-2.77%
1/17/2017,12459.50,11940.40,12496.60,11829.10,8.22M,6.33%
1/18/2017,12199.90,12459.50,12830.30,12199.90,6.95M,-2.08%
1/19/2017,12199.90,12125.80,12348.30,12088.70,2.51M,0.00%
1/20/2017,12348.30,12237.00,12533.70,12162.90,4.06M,1.22%
1/23/2017,12496.60,12385.40,12607.90,12311.20,4.29M,1.20%
