Date,Price,Open,High,Low,Vol.,Change %
8/6/2015,14897,15379.80,15379.80,14828.00,2.11M,-2.26%
8/7/2015,14828,14897.00,14966.00,14690.10,2.31M,-0.46%
8/10/2015,15103.9,14828.00,15172.90,14828.00,1.43M,1.86%
8/11/2015,15172.9,15172.90,15586.70,15034.90,2.92M,0.46%
8/12/2015,14966,15103.90,15172.90,14828.00,2.39M,-1.36%
8/13/2015,14552.2,14966.00,14966.00,14414.20,2.59M,-2.76%
8/14/2015,14276.3,14483.20,14621.10,14138.40,1.63M,-1.90%
8/17/2015,13310.7,14207.30,14345.30,13310.70,4.18M,-6.76%
8/18/2015,13793.5,13241.80,13793.50,13241.80,2.78M,3.63%
8/19/2015,13655.6,13655.60,14069.40,13448.70,1.49M,-1.00%
8/20/2015,13310.7,13586.60,13724.50,13310.70,2.03M,-2.53%
8/21/2015,12965.9,13034.90,13103.80,12414.20,5.82M,-2.59%
8/24/2015,12069.3,12896.90,12896.90,12069.30,5.21M,-6.92%
8/25/2015,12345.2,11862.40,12414.20,11862.40,2.87M,2.29%
8/26/2015,12896.9,12345.20,12896.90,12276.20,2.60M,4.47%
8/27/2015,13379.7,12896.90,13793.50,12896.90,4.30M,3.74%
8/28/2015,13724.5,13724.50,13793.50,13448.70,3.48M,2.58%
8/31/2015,13310.7,13793.50,13793.50,13310.70,3.73M,-3.02%
9/1/2015,13172.8,13448.70,13448.70,13103.80,2.56M,-1.04%
9/3/2015,13241.8,13103.80,13310.70,13034.90,2.92M,0.52%
9/4/2015,13310.7,13241.80,13448.70,13241.80,1.32M,0.52%
9/7/2015,13379.7,13379.70,13586.60,13310.70,1.54M,0.52%
9/8/2015,14069.4,13379.70,14138.40,13310.70,7.26M,5.15%
9/9/2015,14138.4,14483.20,14552.20,14138.40,3.54M,0.49%
9/10/2015,14000.4,13862.50,14207.30,13862.50,2.50M,-0.98%
9/11/2015,13724.5,14000.40,14069.40,13655.60,2.49M,-1.97%
9/14/2015,13793.5,14000.40,14345.30,13793.50,3.34M,0.50%
9/15/2015,13724.5,13793.50,14069.40,13724.50,2.73M,-0.50%
9/16/2015,13586.6,13724.50,13793.50,13448.70,1.79M,-1.00%
9/17/2015,13310.7,13586.60,13655.60,13310.70,1.92M,-2.03%
9/18/2015,13793.5,13724.50,13862.50,13586.60,3.20M,3.63%
9/21/2015,13931.4,13793.50,14000.40,13793.50,2.94M,1.00%
9/22/2015,13793.5,13931.40,14069.40,13724.50,1.60M,-0.99%
9/23/2015,13931.4,13724.50,13931.40,13655.60,1.91M,1.00%
9/24/2015,14069.4,14000.40,14276.30,14000.40,5.50M,0.99%
9/25/2015,14000.4,14138.40,14138.40,13862.50,1.79M,-0.49%
9/28/2015,13793.5,13931.40,14000.40,13793.50,1.84M,-1.48%
9/29/2015,13586.6,13379.70,13655.60,13379.70,3.77M,-1.50%
9/30/2015,13517.6,13655.60,13724.50,13517.60,1.01M,-0.51%
10/1/2015,13517.6,13586.60,13586.60,13448.70,809.12K,0.00%
10/2/2015,13448.7,13586.60,13586.60,13379.70,1.01M,-0.51%
10/5/2015,13793.5,13586.60,13862.50,13517.60,1.46M,2.56%
10/6/2015,14000.4,14000.40,14069.40,13862.50,4.10M,1.50%
10/7/2015,13793.5,14000.40,14069.40,13793.50,2.13M,-1.48%
10/8/2015,14000.4,13793.50,14069.40,13724.50,4.66M,1.50%
10/9/2015,14069.4,14138.40,14276.30,14069.40,4.44M,0.49%
10/12/2015,14069.4,14000.40,14207.30,14000.40,2.73M,0.00%
10/13/2015,14069.4,14000.40,14069.40,13931.40,1.22M,0.00%
10/14/2015,13931.4,14069.40,14069.40,13931.40,2.07M,-0.98%
10/15/2015,14276.3,14000.40,14345.30,13931.40,5.72M,2.48%
10/16/2015,14552.2,14345.30,14759.10,14345.30,7.02M,1.93%
10/19/2015,14621.1,14483.20,14759.10,14414.20,2.56M,0.47%
10/20/2015,14414.2,14621.10,14621.10,14207.30,2.92M,-1.42%
10/21/2015,14345.3,14345.30,14483.20,14207.30,2.79M,-0.48%
10/22/2015,14345.3,14276.30,14414.20,14207.30,1.02M,0.00%
10/23/2015,14552.2,14483.20,14690.10,14345.30,2.82M,1.44%
10/26/2015,14414.2,14690.10,14690.10,14414.20,1.88M,-0.95%
10/27/2015,14414.2,14414.20,14483.20,14276.30,1.33M,0.00%
10/28/2015,14276.3,14414.20,14414.20,14276.30,1.72M,-0.96%
10/29/2015,14414.2,14345.30,14483.20,14207.30,2.22M,0.97%
10/30/2015,14345.3,14414.20,14552.20,14345.30,2.26M,-0.48%
11/2/2015,14414.2,14345.30,14483.20,14276.30,1.75M,0.48%
11/3/2015,14483.2,14414.20,14483.20,14276.30,1.44M,0.48%
11/4/2015,14414.2,14483.20,14621.10,14345.30,1.81M,-0.48%
11/5/2015,14414.2,14276.30,14414.20,14276.30,1.30M,0.00%
11/6/2015,14345.3,14345.30,14414.20,14138.40,1.56M,-0.48%
11/9/2015,14276.3,14345.30,14414.20,14207.30,925.27K,-0.48%
11/10/2015,14000.4,14138.40,14207.30,14000.40,1.38M,-1.93%
11/11/2015,14000.4,13931.40,14138.40,13931.40,1.40M,0.00%
11/12/2015,14207.3,13931.40,14207.30,13862.50,1.85M,1.48%
11/13/2015,14207.3,14069.40,14207.30,13931.40,1.15M,0.00%
11/16/2015,14000.4,14138.40,14138.40,13862.50,554.88K,-1.46%
11/17/2015,13862.5,13931.40,14000.40,13862.50,1.20M,-0.98%
11/18/2015,13793.5,13862.50,13931.40,13793.50,653.69K,-0.50%
11/19/2015,13724.5,13931.40,13931.40,13724.50,715.82K,-0.50%
11/20/2015,13724.5,13724.50,13793.50,13655.60,1.01M,0.00%
11/23/2015,13586.6,13862.50,13862.50,13586.60,694.38K,-1.00%
11/24/2015,13517.6,13517.60,13586.60,13379.70,1.25M,-0.51%
11/25/2015,13517.6,13517.60,13517.60,13310.70,880.82K,0.00%
11/26/2015,13448.7,13448.70,13448.70,13310.70,759.81K,-0.51%
11/27/2015,13172.8,13310.70,13448.70,13172.80,832.02K,-2.05%
11/30/2015,12690,13103.80,13103.80,12414.20,1.12M,-3.67%
12/1/2015,12621.1,12690.00,12828.00,12552.10,744.60K,-0.54%
12/2/2015,12828,12690.00,12896.90,12690.00,1.04M,1.64%
12/3/2015,12828,12828.00,12896.90,12759.00,260.98K,0.00%
12/4/2015,12690,12828.00,12828.00,12621.10,1.10M,-1.08%
12/7/2015,12552.1,12759.00,12759.00,12483.10,369.67K,-1.09%
12/8/2015,12896.9,12483.10,12965.90,12345.20,1.31M,2.75%
12/9/2015,12690,12965.90,12965.90,12690.00,362.88K,-1.60%
12/10/2015,12483.1,12759.00,12759.00,12414.20,835.84K,-1.63%
12/11/2015,12414.2,12483.10,12621.10,12414.20,642.75K,-0.55%
12/14/2015,12207.3,12345.20,12552.10,12207.30,493.48K,-1.67%
12/15/2015,12552.1,12276.20,12552.10,12207.30,787.78K,2.82%
12/16/2015,12759,12621.10,12896.90,12552.10,846.03K,1.65%
12/17/2015,12965.9,12896.90,13172.80,12828.00,960.32K,1.62%
12/18/2015,12759,12896.90,12965.90,12759.00,691.50K,-1.60%
12/21/2015,12759,12759.00,12759.00,12621.10,568.68K,0.00%
12/22/2015,12621.1,12690.00,12896.90,12621.10,550.62K,-1.08%
12/23/2015,12483.1,12621.10,12690.00,12483.10,718.21K,-1.09%
12/24/2015,12483.1,12621.10,12621.10,12483.10,251.61K,0.00%
12/25/2015,12483.1,12552.10,12621.10,12414.20,369.66K,0.00%
12/28/2015,12483.1,12483.10,12690.00,12414.20,510.66K,0.00%
12/29/2015,12759,12483.10,12759.00,12345.20,780.81K,2.21%
12/30/2015,12828,12828.00,12896.90,12690.00,824.61K,0.54%
12/31/2015,12828,12896.90,12896.90,12690.00,526.40K,0.00%
1/4/2016,12621.1,12759.00,12828.00,12483.10,521.51K,-1.61%
1/5/2016,12483.1,12483.10,12621.10,12414.20,412.92K,-1.09%
1/6/2016,12621.1,12483.10,12690.00,12483.10,703.35K,1.11%
1/7/2016,12483.1,12483.10,12690.00,12276.20,2.06M,-1.09%
1/8/2016,12207.3,12414.20,12414.20,12207.30,1.28M,-2.21%
1/11/2016,12207.3,12207.30,12345.20,12138.30,861.91K,0.00%
1/12/2016,12276.2,12207.30,12345.20,12138.30,762.93K,0.56%
1/13/2016,12207.3,12345.20,12414.20,12207.30,591.24K,-0.56%
1/14/2016,12207.3,12207.30,12207.30,11931.40,1.10M,0.00%
1/15/2016,12138.3,12207.30,12276.20,12000.40,837.44K,-0.57%
1/18/2016,11586.6,11862.40,11862.40,11310.70,1.80M,-4.55%
1/19/2016,12000.4,11517.60,12000.40,11517.60,1.33M,3.57%
1/20/2016,11655.5,11931.40,11931.40,11655.50,785.19K,-2.87%
1/21/2016,11310.7,11586.60,11724.50,11241.70,1.48M,-2.96%
1/22/2016,11103.8,11310.70,11379.60,10896.90,1.13M,-1.83%
1/25/2016,11862.4,11379.60,11862.40,11379.60,1.13M,6.83%
1/26/2016,12000.4,11724.50,12000.40,11586.60,1.26M,1.16%
1/27/2016,12069.3,12000.40,12276.20,12000.40,503.58K,0.57%
1/28/2016,11862.4,12069.30,12138.30,11862.40,217.21K,-1.71%
1/29/2016,11862.4,11862.40,11931.40,11724.50,284.88K,0.00%
2/1/2016,11793.5,12138.30,12138.30,11793.50,419.84K,-0.58%
2/2/2016,11793.5,11793.50,12000.40,11724.50,210.50K,0.00%
2/3/2016,11724.5,11655.50,11793.50,11517.60,235.99K,-0.59%
2/4/2016,11862.4,11862.40,11862.40,11724.50,312.41K,1.18%
2/5/2016,11862.4,11862.40,11931.40,11862.40,288.02K,0.00%
2/15/2016,11862.4,11655.50,11931.40,11655.50,198.55K,0.00%
2/16/2016,11793.5,11862.40,11931.40,11793.50,217.97K,-0.58%
2/17/2016,11793.5,11793.50,11862.40,11724.50,341.14K,0.00%
2/18/2016,12000.4,11793.50,12000.40,11724.50,597.04K,1.75%
2/19/2016,11862.4,11931.40,12000.40,11862.40,600.15K,-1.15%
2/22/2016,11862.4,11931.40,12000.40,11724.50,1.03M,0.00%
2/23/2016,11793.5,11931.40,12000.40,11793.50,707.07K,-0.58%
2/24/2016,12552.1,11724.50,12552.10,11724.50,4.00M,6.43%
2/25/2016,12690,12690.00,12759.00,12414.20,2.25M,1.10%
2/26/2016,12621.1,12621.10,12690.00,12552.10,504.77K,-0.54%
2/29/2016,12276.2,12552.10,12552.10,12276.20,1.20M,-2.73%
3/1/2016,12138.3,12276.20,12414.20,12138.30,1.03M,-1.12%
3/2/2016,12345.2,12207.30,12414.20,12207.30,774.86K,1.70%
3/3/2016,12414.2,12414.20,12483.10,12276.20,1.17M,0.56%
3/4/2016,12276.2,12414.20,12483.10,12276.20,1.28M,-1.11%
3/7/2016,12276.2,12414.20,12414.20,12207.30,952.83K,0.00%
3/8/2016,12207.3,12207.30,12345.20,12069.30,1.63M,-0.56%
3/9/2016,12000.4,12207.30,12276.20,12000.40,1.10M,-1.69%
3/10/2016,12069.3,12069.30,12138.30,12000.40,435.93K,0.57%
3/11/2016,12000.4,12138.30,12207.30,12000.40,774.26K,-0.57%
3/14/2016,12000.4,12138.30,12138.30,11931.40,717.88K,0.00%
3/15/2016,11931.4,12000.40,12000.40,11793.50,967.34K,-0.57%
3/16/2016,11931.4,11931.40,12069.30,11862.40,853.55K,0.00%
3/17/2016,12000.4,12000.40,12138.30,11931.40,1.22M,0.58%
3/18/2016,11931.4,12000.40,12069.30,11931.40,271.82K,-0.57%
3/21/2016,11931.4,12000.40,12207.30,11931.40,817.42K,0.00%
3/22/2016,11793.5,11862.40,12000.40,11793.50,617.15K,-1.16%
3/23/2016,11862.4,11793.50,11931.40,11793.50,266.04K,0.58%
3/24/2016,11655.5,11931.40,11931.40,11655.50,708.90K,-1.74%
3/25/2016,11655.5,11655.50,11724.50,11448.60,843.97K,0.00%
3/28/2016,11655.5,11793.50,11793.50,11586.60,336.63K,0.00%
3/29/2016,11448.6,11655.50,11655.50,11448.60,686.28K,-1.78%
3/30/2016,11517.6,11517.60,11517.60,11379.60,895.63K,0.60%
3/31/2016,11310.7,11517.60,11517.60,11241.70,739.58K,-1.80%
4/1/2016,11241.7,11310.70,11379.60,11172.70,645.31K,-0.61%
4/4/2016,11379.6,11241.70,11379.60,11172.70,441.03K,1.23%
4/5/2016,11310.7,11310.70,11448.60,11241.70,408.48K,-0.61%
4/6/2016,11517.6,11310.70,11517.60,11241.70,1.45M,1.83%
4/7/2016,11517.6,11586.60,11586.60,11379.60,1.29M,0.00%
4/8/2016,11517.6,11586.60,11586.60,11448.60,626.81K,0.00%
4/11/2016,11379.6,11586.60,11586.60,11310.70,2.04M,-1.20%
4/12/2016,11172.7,11379.60,11448.60,11103.80,1.90M,-1.82%
4/13/2016,11172.7,11172.70,11241.70,11034.80,1.15M,0.00%
4/14/2016,11103.8,11172.70,11310.70,11103.80,619.42K,-0.62%
4/15/2016,11172.7,11103.80,11241.70,11103.80,2.03M,0.62%
4/19/2016,11034.8,11241.70,11241.70,10965.80,766.22K,-1.23%
4/20/2016,11034.8,11034.80,11103.80,10896.90,1.04M,0.00%
4/21/2016,11034.8,11103.80,11103.80,10965.80,563.21K,0.00%
4/22/2016,11586.6,11034.80,11793.50,10965.80,3.40M,5.00%
4/25/2016,11793.5,11724.50,12000.40,11724.50,3.87M,1.79%
4/26/2016,11655.5,11793.50,11862.40,11586.60,831.81K,-1.17%
4/27/2016,11379.6,11724.50,11724.50,11379.60,2.27M,-2.37%
4/28/2016,11172.7,11310.70,11379.60,11103.80,1.47M,-1.82%
4/29/2016,11448.6,11103.80,11655.50,11103.80,1.74M,2.47%
5/4/2016,11310.7,11448.60,11517.60,11241.70,1.00M,-1.20%
5/5/2016,11517.6,11448.60,11655.50,11310.70,1.96M,1.83%
5/6/2016,11931.4,11517.60,12000.40,11517.60,4.62M,3.59%
5/9/2016,11931.4,12069.30,12276.20,11862.40,3.10M,0.00%
5/10/2016,12000.4,11793.50,12138.30,11724.50,2.21M,0.58%
5/11/2016,12414.2,12069.30,12414.20,11931.40,4.47M,3.45%
5/12/2016,12207.3,12552.10,12552.10,12138.30,1.66M,-1.67%
5/13/2016,12207.3,12207.30,12483.10,12069.30,2.07M,0.00%
5/16/2016,12069.3,12207.30,12207.30,12000.40,1.15M,-1.13%
5/17/2016,12414.2,12207.30,12414.20,12138.30,2.38M,2.86%
5/18/2016,12345.2,12345.20,12552.10,12276.20,2.12M,-0.56%
5/19/2016,12207.3,12345.20,12414.20,12207.30,716.48K,-1.12%
5/20/2016,12069.3,12207.30,12276.20,12000.40,999.98K,-1.13%
5/23/2016,11793.5,12138.30,12138.30,11793.50,1.21M,-2.29%
5/24/2016,11931.4,11793.50,11931.40,11724.50,1.48M,1.17%
5/25/2016,11931.4,11931.40,12069.30,11931.40,1.36M,0.00%
5/26/2016,11793.5,11862.40,11931.40,11655.50,1.99M,-1.16%
5/27/2016,12000.4,11793.50,12069.30,11724.50,1.20M,1.75%
5/30/2016,12138.3,12000.40,12207.30,11931.40,792.81K,1.15%
5/31/2016,12276.2,12138.30,12345.20,12138.30,1.46M,1.14%
6/1/2016,12276.2,12276.20,12414.20,12207.30,1.44M,0.00%
6/2/2016,12345.2,12276.20,12345.20,12207.30,498.48K,0.56%
6/3/2016,12276.2,12345.20,12345.20,12207.30,748.95K,-0.56%
6/6/2016,12138.3,12207.30,12276.20,12000.40,1.04M,-1.12%
6/7/2016,12000.4,12138.30,12138.30,12000.40,694.02K,-1.14%
6/8/2016,12138.3,12069.30,12207.30,12069.30,637.15K,1.15%
6/9/2016,12276.2,12138.30,12345.20,12069.30,1.15M,1.14%
6/10/2016,12276.2,12138.30,12345.20,12138.30,1.37M,0.00%
6/13/2016,12138.3,12276.20,12276.20,12069.30,753.96K,-1.12%
6/14/2016,12000.4,12069.30,12069.30,11862.40,1.26M,-1.14%
6/15/2016,12000.4,12000.40,12069.30,11862.40,642.12K,0.00%
6/16/2016,11862.4,11931.40,12069.30,11862.40,553.17K,-1.15%
6/17/2016,11655.5,11931.40,11931.40,11655.50,815.80K,-1.74%
6/20/2016,11724.5,11724.50,11793.50,11655.50,554.02K,0.59%
6/21/2016,11724.5,11793.50,11862.40,11655.50,363.94K,0.00%
6/22/2016,11655.5,11862.40,11862.40,11586.60,662.91K,-0.59%
6/23/2016,11862.4,11724.50,11862.40,11655.50,619.26K,1.78%
6/24/2016,11517.6,11793.50,11862.40,11034.80,1.41M,-2.91%
6/27/2016,11517.6,11310.70,11517.60,11310.70,431.48K,0.00%
6/28/2016,11379.6,11448.60,11517.60,11379.60,235.47K,-1.20%
6/29/2016,11655.5,11517.60,11793.50,11517.60,662.93K,2.42%
6/30/2016,11586.6,11724.50,11793.50,11586.60,514.60K,-0.59%
7/1/2016,11724.5,11586.60,11793.50,11586.60,347.96K,1.19%
7/4/2016,11793.5,11793.50,11862.40,11655.50,607.60K,0.59%
7/5/2016,12000.4,11793.50,12138.30,11793.50,1.03M,1.75%
7/6/2016,11862.4,12000.40,12000.40,11793.50,386.76K,-1.15%
7/7/2016,11931.4,11862.40,11931.40,11724.50,435.92K,0.58%
7/8/2016,11862.4,12000.40,12000.40,11793.50,336.30K,-0.58%
7/11/2016,12000.4,11862.40,12276.20,11862.40,1.57M,1.16%
7/12/2016,12207.3,12069.30,12207.30,12000.40,2.70M,1.72%
7/13/2016,13034.9,12276.20,13034.90,12207.30,6.67M,6.78%
7/14/2016,12828,13310.70,13931.40,12828.00,6.59M,-1.59%
7/15/2016,12896.9,13103.80,13310.70,12896.90,1.89M,0.54%
7/18/2016,12896.9,12759.00,13103.80,12621.10,1.40M,0.00%
7/19/2016,12552.1,13103.80,13103.80,12276.20,2.12M,-2.67%
7/20/2016,12276.2,12552.10,12552.10,12207.30,2.27M,-2.20%
7/21/2016,12276.2,12207.30,12414.20,12138.30,1.01M,0.00%
7/22/2016,12276.2,12276.20,12276.20,12000.40,1.60M,0.00%
7/25/2016,12069.3,12345.20,12345.20,12069.30,598.06K,-1.69%
7/26/2016,12138.3,12069.30,12138.30,12000.40,350.01K,0.57%
7/27/2016,12414.2,12138.30,12552.10,12069.30,1.93M,2.27%
7/28/2016,12276.2,12414.20,12414.20,12276.20,377.45K,-1.11%
7/29/2016,12276.2,12345.20,12414.20,12207.30,562.03K,0.00%
8/1/2016,12207.3,12276.20,12276.20,12138.30,787.14K,-0.56%
8/2/2016,11862.4,12207.30,12207.30,11793.50,1.74M,-2.83%
8/3/2016,11793.5,11793.50,11931.40,11724.50,579.94K,-0.58%
8/4/2016,11931.4,11724.50,12069.30,11724.50,787.80K,1.17%
8/5/2016,11793.5,11724.50,12000.40,11724.50,710.18K,-1.16%
8/8/2016,11862.4,11862.40,11862.40,11724.50,290.54K,0.58%
8/9/2016,11655.5,11793.50,11931.40,11655.50,560.60K,-1.74%
8/10/2016,12000.4,11724.50,12000.40,11724.50,584.08K,2.96%
8/11/2016,12138.3,12000.40,12276.20,11931.40,865.55K,1.15%
8/12/2016,12069.3,12138.30,12207.30,11862.40,515.75K,-0.57%
8/15/2016,12069.3,12069.30,12069.30,11862.40,358.87K,0.00%
8/16/2016,11931.4,11931.40,12069.30,11931.40,410.39K,-1.14%
8/17/2016,11931.4,12000.40,12000.40,11862.40,340.43K,0.00%
8/18/2016,11931.4,11931.40,12000.40,11862.40,348.02K,0.00%
8/19/2016,11793.5,11862.40,11931.40,11724.50,778.19K,-1.16%
8/22/2016,11862.4,11862.40,11862.40,11793.50,640.04K,0.58%
8/23/2016,11793.5,11862.40,11862.40,11793.50,312.90K,-0.58%
8/24/2016,11931.4,11793.50,11931.40,11793.50,551.36K,1.17%
8/25/2016,11793.5,11931.40,11931.40,11793.50,223.32K,-1.16%
8/26/2016,12000.4,11862.40,12138.30,11862.40,802.99K,1.75%
8/29/2016,11931.4,12000.40,12069.30,11931.40,277.01K,-0.57%
8/30/2016,12000.4,11931.40,12069.30,11931.40,862.03K,0.58%
8/31/2016,12000.4,12000.40,12069.30,11931.40,767.36K,0.00%
9/1/2016,11862.4,11862.40,12000.40,11793.50,485.40K,-1.15%
9/5/2016,11793.5,11931.40,11931.40,11793.50,405.45K,-0.58%
9/6/2016,11793.5,11931.40,11931.40,11724.50,510.15K,0.00%
9/7/2016,11862.4,11724.50,11931.40,11724.50,236.34K,0.58%
9/8/2016,11862.4,11931.40,11931.40,11793.50,415.32K,0.00%
9/9/2016,12000.4,11931.40,12000.40,11862.40,485.87K,1.16%
9/12/2016,11896.9,12000.40,12000.40,11793.50,512.08K,-0.86%
9/13/2016,11827.9,11931.40,11931.40,11793.50,215.40K,-0.58%
9/14/2016,11586.6,11827.90,11827.90,11517.60,542.56K,-2.04%
9/15/2016,11690,11586.60,11793.50,11586.60,392.97K,0.89%
9/16/2016,11690,11724.50,11724.50,11655.50,201.45K,0.00%
9/19/2016,11793.5,11690.00,11827.90,11690.00,658.94K,0.89%
9/20/2016,11759,11724.50,11793.50,11724.50,328.59K,-0.29%
9/21/2016,11724.5,11759.00,11793.50,11724.50,172.06K,-0.29%
9/22/2016,11724.5,11793.50,11793.50,11724.50,423.45K,0.00%
9/23/2016,11655.5,11724.50,11793.50,11655.50,248.25K,-0.59%
9/26/2016,11655.5,11655.50,11724.50,11655.50,284.71K,0.00%
9/27/2016,11827.9,11621.00,11862.40,11621.00,976.36K,1.48%
9/28/2016,12000.4,11862.40,12138.30,11827.90,1.09M,1.46%
9/29/2016,11827.9,12069.30,12069.30,11827.90,134.89K,-1.44%
9/30/2016,11690,11793.50,11827.90,11690.00,556.51K,-1.17%
10/3/2016,11690,11724.50,11862.40,11690.00,203.13K,0.00%
10/4/2016,11931.4,11690.00,12000.40,11655.50,905.62K,2.07%
10/5/2016,12138.3,11931.40,12310.70,11862.40,1.90M,1.73%
10/6/2016,12138.3,12207.30,12276.20,12103.80,1.09M,0.00%
10/7/2016,11931.4,12138.30,12138.30,11931.40,380.37K,-1.70%
10/10/2016,11793.5,11931.40,12069.30,11793.50,718.22K,-1.16%
10/11/2016,11827.9,11793.50,11862.40,11724.50,616.24K,0.29%
10/12/2016,11827.9,11896.90,12000.40,11793.50,393.92K,0.00%
10/13/2016,11827.9,11896.90,11896.90,11759.00,418.80K,0.00%
10/14/2016,11759,11862.40,11931.40,11759.00,827.04K,-0.58%
10/17/2016,11759,11759.00,11827.90,11724.50,479.43K,0.00%
10/18/2016,11759,11759.00,11793.50,11690.00,417.37K,0.00%
10/19/2016,11965.9,11793.50,12069.30,11759.00,1.48M,1.76%
10/20/2016,11931.4,12000.40,12034.80,11896.90,389.45K,-0.29%
10/21/2016,11827.9,11965.90,11965.90,11827.90,308.62K,-0.87%
10/24/2016,11931.4,11827.90,12034.80,11827.90,1.06M,0.88%
10/25/2016,11862.4,12000.40,12000.40,11793.50,816.02K,-0.58%
10/26/2016,11690,11862.40,11862.40,11690.00,487.90K,-1.45%
10/27/2016,11448.6,11690.00,11724.50,11448.60,1.06M,-2.07%
10/28/2016,11724.5,11655.50,11724.50,11448.60,1.29M,2.41%
10/31/2016,11621,11862.40,11862.40,11586.60,321.19K,-0.88%
11/1/2016,11552.1,11621.00,11690.00,11448.60,360.10K,-0.59%
11/2/2016,11517.6,11552.10,11621.00,11483.10,518.29K,-0.30%
11/3/2016,11448.6,11483.10,11517.60,11448.60,447.33K,-0.60%
11/4/2016,11448.6,11517.60,11517.60,11448.60,200.33K,0.00%
11/7/2016,11517.6,11448.60,11552.10,11448.60,297.16K,0.60%
11/8/2016,11414.1,11517.60,11586.60,11414.10,391.03K,-0.90%
11/9/2016,11345.2,11448.60,11517.60,11276.20,623.20K,-0.60%
11/10/2016,11448.6,11345.20,11483.10,11345.20,863.90K,0.91%
11/11/2016,11345.2,11448.60,11483.10,11345.20,408.31K,-0.90%
11/14/2016,11379.6,11414.10,11414.10,11345.20,392.23K,0.30%
11/15/2016,11379.6,11379.60,11414.10,11345.20,290.63K,0.00%
11/16/2016,11310.7,11448.60,11448.60,11310.70,216.09K,-0.61%
11/17/2016,11207.2,11310.70,11379.60,11207.20,735.44K,-0.92%
11/18/2016,11207.2,11207.20,11276.20,11138.30,367.31K,0.00%
11/21/2016,11414.1,11207.20,11414.10,11207.20,763.34K,1.85%
11/22/2016,11552.1,11379.60,11552.10,11345.20,687.37K,1.21%
11/23/2016,11552.1,11517.60,11586.60,11483.10,532.58K,0.00%
11/24/2016,11310.7,11483.10,11552.10,11241.70,416.40K,-2.09%
11/25/2016,11207.2,11379.60,11379.60,11172.70,939.99K,-0.92%
11/28/2016,11103.8,11241.70,11241.70,11069.30,431.62K,-0.92%
11/29/2016,11069.3,11069.30,11207.20,11069.30,583.83K,-0.31%
11/30/2016,11103.8,11069.30,11172.70,11034.80,489.19K,0.31%
12/1/2016,11172.7,11103.80,11207.20,11103.80,569.86K,0.62%
12/2/2016,11138.3,11207.20,11276.20,11138.30,760.52K,-0.31%
12/5/2016,11069.3,11241.70,11241.70,11069.30,887.42K,-0.62%
12/6/2016,10827.9,11069.30,11172.70,10827.90,893.34K,-2.18%
12/7/2016,10793.4,10827.90,10896.90,10758.90,784.63K,-0.32%
12/8/2016,10724.5,10793.40,11034.80,10724.50,725.37K,-0.64%
12/9/2016,10621,10724.50,10827.90,10621.00,750.88K,-0.97%
12/12/2016,10345.1,10690.00,10690.00,10207.20,1.15M,-2.60%
12/13/2016,10069.3,10414.10,10414.10,10034.80,871.98K,-2.67%
12/14/2016,10103.7,10069.30,10241.70,10069.30,585.92K,0.34%
12/15/2016,10241.7,10207.20,10621.00,10138.20,796.18K,1.37%
12/16/2016,10345.1,10310.70,10345.10,10241.70,601.28K,1.01%
12/19/2016,10552,10483.10,10758.90,10448.60,1.14M,2.00%
12/20/2016,10517.6,10552.00,10758.90,10517.60,716.47K,-0.33%
12/21/2016,10483.1,10517.60,10621.00,10414.10,906.97K,-0.33%
12/22/2016,10414.1,10517.60,10552.00,10345.10,667.48K,-0.66%
12/23/2016,10483.1,10379.60,10483.10,10310.70,621.25K,0.66%
12/26/2016,10448.6,10483.10,10552.00,10379.60,421.13K,-0.33%
12/27/2016,10483.1,10448.60,10517.60,10414.10,339.81K,0.33%
12/28/2016,10483.1,10483.10,10517.60,10414.10,694.95K,0.00%
12/29/2016,10345.1,10414.10,10552.00,10345.10,1.14M,-1.32%
12/30/2016,10379.6,10345.10,10517.60,10276.20,555.64K,0.33%
1/3/2017,11103.8,10517.60,11103.80,10517.60,1.30M,6.98%
1/4/2017,11310.7,11310.70,11448.60,11103.80,1.30M,1.86%
1/5/2017,11379.6,11241.70,11379.60,11034.80,1.15M,0.61%
1/6/2017,11483.1,11103.80,11793.50,11103.80,1.49M,0.91%
1/9/2017,11793.5,11724.50,11931.40,11586.60,1.72M,2.70%
1/10/2017,11655.5,11724.50,11724.50,11586.60,895.11K,-1.17%
1/11/2017,12207.3,11655.50,12207.30,11655.50,2.59M,4.73%
1/12/2017,12138.3,12207.30,12276.20,12000.40,955.05K,-0.57%
1/13/2017,11931.4,12138.30,12138.30,11896.90,804.74K,-1.70%
1/16/2017,11859.5,12218.90,12218.90,11859.50,1.05M,-0.60%
1/17/2017,12686.1,12075.10,12686.10,12039.20,3.88M,6.97%
1/18/2017,12434.5,12686.10,13117.30,12362.60,2.10M,-1.98%
1/19/2017,12686.1,12290.80,12686.10,12290.80,1.40M,2.02%
1/20/2017,12865.8,12686.10,13081.40,12650.10,3.02M,1.42%
1/23/2017,13153.3,12865.80,13692.30,12829.80,3.87M,2.23%
1/24/2017,13333,13368.90,13476.70,13009.50,2.72M,1.37%
1/25/2017,13333,13297.00,13476.70,13009.50,3.15M,0.00%
2/2/2017,13440.8,13368.90,13656.40,13225.10,1.70M,0.81%
